Name,ASCII Name,Population,Coordinates
Dolna Banjica,Dolna Banjica,10147,"41.78611, 20.90611"
Bojane,Bojane,1579,"42.00009, 21.19265"
Żurrieq,Zurrieq,10962,"35.83111, 14.47417"
Porto Empedocle,Porto Empedocle,16574,"37.28942, 13.52494"
Pazzano,Pazzano,612,"38.47612, 16.45107"
Parenti,Parenti,1546,"39.16071, 16.4114"
Orroli,Orroli,2392,"39.69237, 9.24995"
Modica,Modica,54456,"36.85868, 14.75966"
Misterbianco,Misterbianco,45542,"37.51803, 15.00913"
Melissa,Melissa,1334,"39.30953, 17.02968"
Lotzorai,Lotzorai,1715,"39.9694, 9.6635"
Limbadi-Caroni,Limbadi-Caroni,2727,"38.55902, 15.96441"
Laureana di Borrello,Laureana di Borrello,4852,"38.49215, 16.08429"
Laino Castello-Nuovo Centro,Laino Castello-Nuovo Centro,366,"39.9363, 15.97658"
Grimaldi,Grimaldi,1498,"39.14111, 16.23511"
Giba,Giba,1559,"39.07151, 8.6358"
Gesico,Gesico,861,"39.61636, 9.10665"
Francofonte,Francofonte,12635,"37.22477, 14.87488"
Fiumefreddo Sicilia,Fiumefreddo Sicilia,9483,"37.79146, 15.20919"
Faro Superiore,Faro Superiore,2586,"38.26794, 15.58268"
Cotronei,Cotronei,5121,"39.15935, 16.77688"
Chiusa Sclafani,Chiusa Sclafani,2656,"37.67692, 13.27074"
Canneto,Canneto,2065,"38.49505, 14.96037"
Camporeale,Camporeale,3382,"37.88612, 13.10107"
Assemini,Assemini,25257,"39.29123, 8.99879"
Granarolo dell'Emilia e Viadagola,Granarolo dell'Emilia e Viadagola,5633,"44.55327, 11.44291"
Zapponeta,Zapponeta,3206,"41.4571, 15.95615"
Vitulano,Vitulano,1970,"41.17419, 14.64821"
Vipiteno,Vipiteno,5356,"46.89313, 11.42961"
Villetta Barrea,Villetta Barrea,652,"41.77646, 13.93892"
Villarotta,Villarotta,1372,"44.92517, 10.74382"
Villanova del Battista,Villanova del Battista,1102,"41.11897, 15.15839"
Villanova d'Asti,Villanova d'Asti,3798,"44.94299, 7.93671"
Villa Guardia,Villa Guardia,7483,"45.77505, 9.02321"
Villa Faraldi,Villa Faraldi,115,"43.96843, 8.08965"
Villachiara,Villachiara,1068,"45.35445, 9.93081"
Villa Castelli,Villa Castelli,6982,"40.58293, 17.47468"
Vignolo,Vignolo,1459,"44.36364, 7.47208"
Venafro,Venafro,9384,"41.48275, 14.04773"
Vallata,Vallata,1760,"41.04019, 15.25383"
Valenza,Valenza,17305,"45.01242, 8.64379"
Usini,Usini,4186,"40.66416, 8.53919"
Urzulei,Urzulei,1272,"40.09284, 9.508"
Turbigo,Turbigo,7268,"45.53076, 8.73671"
Tribano,Tribano,3246,"45.20912, 11.83639"
Trezzano Rosa,Trezzano Rosa,4632,"45.58228, 9.48567"
Treponti,Treponti,2044,"45.36727, 11.70905"
Trento,Trento,120709,"46.06787, 11.12108"
Travedona Monate,Travedona Monate,3222,"45.80427, 8.67143"
Torrioni,Torrioni,294,"41.0341, 14.81351"
Torricella in Sabina,Torricella in Sabina,526,"42.26252, 12.8717"
Torre Orsaia,Torre Orsaia,1405,"40.13277, 15.4725"
Torreano,Torreano,939,"46.12786, 13.42933"
Torino di Sangro,Torino di Sangro,1239,"42.191, 14.54272"
Torbole sul Garda,Torbole sul Garda,0,"45.86951, 10.87561"
Soci,Soci,3733,"43.72821, 11.81096"
Siror,Siror,713,"46.18784, 11.83116"
Seravezza,Seravezza,1194,"43.99471, 10.2272"
Scarlino,Scarlino,429,"42.90799, 10.85148"
Sassofeltrio,Sassofeltrio,134,"43.89212, 12.50974"
Sassari,Sassari,91895,"40.72586, 8.55552"
Sarsina,Sarsina,1688,"43.91981, 12.14255"
Saronno,Saronno,38099,"45.62513, 9.03517"
San Vito Romano,San Vito Romano,3337,"41.88001, 12.97793"
San Vero Milis,San Vero Milis,2072,"40.01377, 8.59833"
Sant'Antonio di Gallura,Sant'Antonio di Gallura,1187,"40.99146, 9.30153"
Sant'Angelo dei Lombardi,Sant'Angelo dei Lombardi,2104,"40.92937, 15.17535"
Sant'Anastasia,Sant'Anastasia,20733,"40.86842, 14.40196"
Santa Maria del Molise,Santa Maria del Molise,245,"41.55285, 14.36762"
Santa Maria degli Angeli,Santa Maria degli Angeli,7719,"43.05691, 12.57497"
San Mauro Forte,San Mauro Forte,1648,"40.48333, 16.25155"
San Mauro di Saline,San Mauro di Saline,223,"45.56452, 11.11234"
San Martino in Pensilis,San Martino in Pensilis,4293,"41.87814, 15.01824"
San Giovanni Valdarno,San Giovanni Valdarno,16002,"43.56757, 11.52987"
San Giovanni A Piro,San Giovanni A Piro,1897,"40.0515, 15.4462"
San Giorgio,San Giorgio,1496,"41.27065, 14.31278"
San Gennaro Vesuviano,San Gennaro Vesuviano,10684,"40.86226, 14.52414"
San Genesio Atesino,San Genesio Atesino,1253,"46.5346, 11.32971"
Dolina,Dolina,1892,"45.6008, 13.85929"
San Damiano d'Asti,San Damiano d'Asti,4349,"44.83344, 8.06353"
San Cassiano,San Cassiano,2053,"40.05631, 18.33392"
San Bellino,San Bellino,722,"45.02943, 11.59222"
San Leonardo,San Leonardo,157,"45.82366, 7.1814"
Sacile,Sacile,16626,"45.95412, 12.50274"
La Caletta,La Caletta,1357,"40.60988, 9.75062"
Pragelato-Ruà,Pragelato-Rua,402,"45.01364, 6.94161"
Roseto Valfortore,Roseto Valfortore,1145,"41.37544, 15.09824"
Roncade,Roncade,6585,"45.62165, 12.37643"
Roccagloriosa,Roccagloriosa,816,"40.10628, 15.43642"
Roana,Roana,1093,"45.87696, 11.45274"
Renazzo,Renazzo,4307,"44.76527, 11.28605"
Ramiseto,Ramiseto,352,"44.41284, 10.27689"
Quart,Quart,3103,"45.74096, 7.4152"
Quadrelle,Quadrelle,1893,"40.94851, 14.63934"
Premeno,Premeno,466,"45.97818, 8.59587"
Porto Tolle,Porto Tolle,10666,"44.94969, 12.32453"
Portogruaro,Portogruaro,17468,"45.78071, 12.84052"
Pornassio,Pornassio,651,"44.07053, 7.86954"
Ponte San Nicolò,Ponte San Nicolo,12180,"45.36718, 11.92341"
Ponte nelle Alpi,Ponte nell'Alpi,7913,"46.18083, 12.28333"
Ponna Superiore,Ponna Superiore,204,"45.98957, 9.09406"
Pognana Lario,Pognana Lario,764,"45.88044, 9.15762"
Podenzana,Podenzana,1819,"44.20625, 9.94199"
Pistrino,Pistrino,1569,"43.50966, 12.15181"
Pinocchio di Ancona,Pinocchio di Ancona,3367,"43.58986, 13.49413"
Pignataro Interamna,Pignataro Interamna,626,"41.43922, 13.78621"
Pienza,Pienza,1249,"43.07873, 11.67671"
Piazza al Serchio-San Michele,Piazza al Serchio-San Michele,1071,"44.18455, 10.29689"
Pescorocchiano,Pescorocchiano,599,"42.20623, 13.14715"
Perrero,Perrero,243,"44.93849, 7.11263"
Pedavena,Pedavena,3221,"46.03951, 11.8831"
Patrica,Patrica,471,"41.59085, 13.24363"
Passignano sul Trasimeno,Passignano sul Trasimeno,4464,"43.19043, 12.13535"
Paspardo,Paspardo,646,"46.03225, 10.36879"
Palestrina,Palestrina,14925,"41.83274, 12.88178"
Paciano,Paciano,529,"43.02288, 12.06788"
Pacentro,Pacentro,1149,"42.05043, 13.99151"
Ortezzano,Ortezzano,290,"43.03042, 13.60531"
Oliveto Citra,Oliveto Citra,2051,"40.69039, 15.23346"
Oldenico,Oldenico,221,"45.40276, 8.38103"
Noragugume,Noragugume,337,"40.22443, 8.92012"
None,None,7507,"44.93645, 7.54015"
Montorso Vicentino,Montorso Vicentino,2006,"45.49089, 11.36019"
Montevarchi,Montevarchi,18682,"43.5252, 11.57238"
Monteu da Po,Monteu da Po,605,"45.15031, 8.01428"
Monteleone di Puglia,Monteleone di Puglia,903,"41.16711, 15.25822"
Monteforte d'Alpone,Monteforte d'Alpone,5235,"45.42013, 11.28446"
Montasola,Montasola,79,"42.38495, 12.68127"
Mogliano Veneto,Mogliano Veneto,21991,"45.55594, 12.24294"
Melizzano,Melizzano,843,"41.16181, 14.50554"
Massa Marittima,Massa Marittima,5707,"43.04779, 10.89293"
Massa Fermana,Massa Fermana,544,"43.14691, 13.47597"
Martinengo,Martinengo,8922,"45.57216, 9.7675"
Marina di Andora,Marina di Andora,5008,"43.95353, 8.1546"
Marciano della Chiana,Marciano della Chiana,2757,"43.30494, 11.78644"
Manta,Manta,3372,"44.61583, 7.48703"
Malalbergo,Malalbergo,1854,"44.71867, 11.53221"
Magnacavallo,Magnacavallo,1095,"45.00646, 11.18326"
Macerata Campania,Macerata Campania,10558,"41.06327, 14.2775"
Lubriano,Lubriano,511,"42.63623, 12.10876"
Lozzolo,Lozzolo,748,"45.61894, 8.32284"
Lentigione-Sorbolo a Mane,Lentigione-Sorbolo a Mane,2218,"44.86667, 10.48333"
Lecce Nei Marsi,Lecce Nei Marsi,1730,"41.93436, 13.6843"
Lavagna,Lavagna,11455,"44.3062, 9.35383"
Issogne,Issogne,1346,"45.65496, 7.68571"
Granze,Granze,1527,"45.15649, 11.71471"
Giuliano di Roma,Giuliano di Roma,900,"41.53933, 13.28028"
Giano dell'Umbria,Giano dell'Umbria,3383,"42.83384, 12.57777"
Gessopalena,Gessopalena,1013,"42.05521, 14.27367"
Genola,Genola,2186,"44.59053, 7.66114"
Gemonio,Gemonio,2661,"45.87878, 8.67478"
Gallinaro,Gallinaro,231,"41.65502, 13.79799"
Gallarate,Gallarate,50439,"45.66019, 8.79164"
Galliano,Galliano,1041,"44.01725, 11.29353"
Gaggiano,Gaggiano,6851,"45.40484, 9.03488"
Framura,Framura,744,"44.20946, 9.55399"
San Vendemiano-Fossamerlo,San Vendemiano-Fossamerlo,6034,"45.8918, 12.32992"
Fossacesia,Fossacesia,3644,"42.24198, 14.48339"
Fornelli,Fornelli,694,"41.60678, 14.14041"
Fontaniva,Fontaniva,6081,"45.63516, 11.75381"
Ferriere,Ferriere,314,"44.64385, 9.49657"
Ferrandina,Ferrandina,8718,"40.50084, 16.45258"
Este,Este,16963,"45.22338, 11.66379"
Erchie,Erchie,8468,"40.43609, 17.7361"
Erba,Erba,16431,"45.8088, 9.22609"
Dugenta,Dugenta,1201,"41.13468, 14.45353"
Dualchi,Dualchi,667,"40.22935, 8.89723"
Diano Marina,Diano Marina,5130,"43.91088, 8.08029"
Diano d'Alba,Diano d'Alba,711,"44.65294, 8.02704"
Dazio,Dazio,411,"46.16129, 9.60064"
Cupra Marittima,Cupra Marittima,4107,"43.01905, 13.86171"
Cressa,Cressa,660,"45.64762, 8.50942"
Crespiatica,Crespiatica,2008,"45.35136, 9.57659"
Cremeno,Cremeno,663,"45.93492, 9.47099"
Cori,Cori,6376,"41.64358, 12.91121"
Coggiola,Coggiola,1611,"45.6864, 8.18252"
Cittareale,Cittareale,158,"42.61624, 13.15788"
Chiusaforte,Chiusaforte,246,"46.40663, 13.30552"
Chiomonte,Chiomonte,784,"45.11909, 6.9842"
Cetona,Cetona,1283,"42.96655, 11.90268"
Certaldo,Certaldo,12981,"43.54768, 11.03924"
Centa San Nicolò,Centa San Nicolo,155,"45.9693, 11.23238"
Cavallermaggiore,Cavallermaggiore,4121,"44.70639, 7.68693"
Cavalese,Cavalese,3107,"46.29048, 11.45862"
Castorano,Castorano,757,"42.89779, 13.72967"
Castions di Strada,Castions di Strada,3647,"45.91247, 13.18167"
Castiglione Messer Raimondo,Castiglione Messer Raimondo,436,"42.53194, 13.87953"
Castiglione a Casauria,Castiglione a Casauria,281,"42.23601, 13.89832"
Castelvetere in Val Fortore,Castelvetere in Val Fortore,885,"41.44257, 14.94118"
Castelraimondo,Castelraimondo,4046,"43.20853, 13.05486"
Castel di Ieri,Castel di Ieri,329,"42.11353, 13.742"
Castel del Rio,Castel del Rio,731,"44.21346, 11.50409"
Cascina,Cascina,40512,"43.67557, 10.55494"
Cascia,Cascia,1555,"42.7179, 13.01697"
Casale Marittimo,Casale Marittimo,654,"43.29727, 10.61658"
Carmagnola,Carmagnola,23012,"44.84963, 7.72032"
Carife,Carife,1214,"41.02667, 15.21044"
Carasco,Carasco,1439,"44.34975, 9.34567"
Capranica,Capranica,5271,"42.25849, 12.17278"
Capodrise,Capodrise,9654,"41.04268, 14.30607"
Cantiano,Cantiano,1285,"43.47082, 12.62868"
Campo San Martino,Campo San Martino,3703,"45.54868, 11.82809"
Campello sul Clitunno,Campello sul Clitunno,2058,"42.82685, 12.76931"
Campagnola,Campagnola,2470,"45.27866, 11.99902"
Cagli,Cagli,5094,"43.54771, 12.65229"
Caerano di San Marco,Caerano di San Marco,7106,"45.7816, 11.99851"
Caderzone Terme,Caderzone Terme,645,"46.12945, 10.75619"
Busto Arsizio,Busto Arsizio,83405,"45.61128, 8.84914"
Buia,Buia,6327,"46.21222, 13.11691"
Bozzolo,Bozzolo,4049,"45.10324, 10.47988"
Borgomaro,Borgomaro,361,"43.9753, 7.94408"
Fosso Ghiaia,Fosso Ghiaia,1326,"44.35525, 12.2543"
Bollengo,Bollengo,1280,"45.47162, 7.94133"
Besano,Besano,2350,"45.88949, 8.89068"
Berlingo,Berlingo,1656,"45.50281, 10.03436"
Bergeggi,Bergeggi,1120,"44.24833, 8.44402"
Bellante,Bellante,984,"42.74421, 13.80234"
Bareggio,Bareggio,16546,"45.47927, 8.99789"
Balvano,Balvano,1306,"40.64953, 15.51345"
Bagno a Ripoli,Bagno a Ripoli,5121,"43.75115, 11.32252"
Avio,Avio,1893,"45.73396, 10.93938"
Aquino,Aquino,3735,"41.49388, 13.7052"
Antey-Saint-Andrè,Antey-Saint-Andre,247,"45.80603, 7.58666"
Alvito,Alvito,988,"41.69002, 13.74795"
Aldeno,Aldeno,2967,"45.97758, 11.09276"
Albignasego,Albignasego,16477,"45.34705, 11.86781"
Albaredo,Albaredo,1375,"45.66725, 12.01095"
Acquasanta Terme,Acquasanta Terme,579,"42.77084, 13.41418"
Acquapendente,Acquapendente,4158,"42.74259, 11.86827"
Acquafredda,Acquafredda,1461,"45.30697, 10.41343"
Visco,Visco,767,"45.89194, 13.34861"
Beccacivetta,Beccacivetta,10402,"45.3571, 10.95748"
Teverola,Teverola,12175,"40.99561, 14.20763"
Pramollo,Pramollo,258,"44.90814, 7.19071"
Rittana,Rittana,149,"44.35103, 7.39843"
Scagnello,Scagnello,209,"44.33333, 7.98644"
Davagna,Davagna,218,"44.46585, 9.08666"
Orero,Orero,97,"44.40835, 9.26707"
Casnate Con Bernate,Casnate Con Bernate,4584,"45.75628, 9.07264"
Cadegliano-Viconago,Cadegliano-Viconago,1611,"45.95948, 8.84343"
Taleggio,Taleggio,582,"45.89339, 9.56485"
Tenna,Tenna,845,"46.0157, 11.26428"
Pontey,Pontey,708,"45.73886, 7.58831"
Tribogna,Tribogna,538,"44.41655, 9.19557"
Carrodano,Carrodano,545,"44.24155, 9.65578"
Provaglio d'Iseo,Provaglio d'Iseo,5885,"45.63538, 10.04466"
Verano - Voeran,Verano - Voeran,880,"46.60472, 11.22607"
San Bernardino Verbano,San Bernardino Verbano,1152,"45.95638, 8.51922"
Pianfei,Pianfei,1204,"44.37203, 7.71143"
Vezza d'Alba,Vezza d'Alba,1408,"44.76274, 8.00793"
Altavilla Monferrato,Altavilla Monferrato,275,"44.99355, 8.37594"
Sant'Agata Fossili,Sant'Agata Fossili,264,"44.78475, 8.92115"
Treville,Treville,180,"45.09685, 8.35954"
Lasnigo,Lasnigo,462,"45.88198, 9.26644"
Aviatico,Aviatico,289,"45.79758, 9.77145"
Rocca Canterano,Rocca Canterano,179,"41.95652, 13.02179"
Donnas,Donnas,2109,"45.60286, 7.77491"
Gignod,Gignod,412,"45.77996, 7.2964"
Inarzo,Inarzo,1038,"45.78578, 8.73563"
Capovalle,Capovalle,257,"45.75339, 10.54447"
Monticelli Pavese,Monticelli Pavese,458,"45.11107, 9.51276"
Torrevecchia Pia,Torrevecchia Pia,1505,"45.28197, 9.29635"
Gombito,Gombito,578,"45.26187, 9.72856"
Monte Cremasco,Monte Cremasco,2353,"45.37224, 9.57288"
Felonica,Felonica,1025,"44.97898, 11.3537"
San Carlo Canavese,San Carlo Canavese,3011,"45.24455, 7.60572"
Riva Valdobbia,Riva Valdobbia,146,"45.83097, 7.95661"
Gargallo,Gargallo,1869,"45.72877, 8.42533"
Montaldo Roero,Montaldo Roero,253,"44.76834, 7.92483"
Montanera,Montanera,493,"44.46223, 7.66563"
Valmala,Valmala,12,"44.54423, 7.34603"
Chiusano d'Asti,Chiusano d'Asti,171,"44.98665, 8.11853"
San Giorgio Scarampi,San Giorgio Scarampi,22,"44.61094, 8.24244"
Samone,Samone,461,"46.08161, 11.52259"
Spera,Spera,476,"46.07031, 11.50899"
Sorgà,Sorga,552,"45.21328, 10.97989"
Gambugliano,Gambugliano,287,"45.58799, 11.43859"
Boara Pisani,Boara Pisani,1429,"45.10809, 11.78271"
Masi,Masi,1036,"45.10888, 11.48921"
Barbara,Barbara,953,"43.58036, 13.02736"
Graniti,Graniti,1399,"37.88986, 15.22459"
Intragna,Intragna,120,"45.99468, 8.57392"
Lanzada,Lanzada,1365,"46.2693, 9.86925"
Pontirolo Nuovo,Pontirolo Nuovo,4428,"45.56918, 9.56935"
Ceranova,Ceranova,1831,"45.26027, 9.24315"
Chiaravalle,Chiaravalle,1031,"45.41731, 9.23985"
San Polo,San Polo,3820,"44.88957, 10.35685"
Lido dei Pini,Lido dei Pini,3094,"41.5366, 12.58976"
Fossoli,Fossoli,3578,"44.8216, 10.88977"
Ponte Cingoli,Ponte Cingoli,7872,"45.59751, 10.10687"
Lancusi-Penta-Bolano,Lancusi-Penta-Bolano,5839,"40.76125, 14.78524"
Pedemonte,Pedemonte,5824,"44.50307, 8.92614"
Bormida-Genepro,Bormida-Genepro,3407,"44.39051, 8.19952"
Chiesa,Chiesa,3057,"45.69011, 9.91282"
Albuccione,Albuccione,2661,"41.95245, 12.69873"
Cintolese,Cintolese,2611,"43.84606, 10.82644"
Gallo,Gallo,2056,"43.78636, 12.71334"
Baratte,Baratte,1918,"45.1116, 7.23643"
San Pierino,San Pierino,1881,"43.71423, 10.81374"
Cuasso al Piano,Cuasso al Piano,1727,"45.89454, 8.87951"
Stazione Montalto-Coretto,Stazione Montalto-Coretto,1712,"39.4072, 16.24313"
Figino,Figino,1580,"45.49261, 9.07779"
Carifi-Torello-Priscoli,Carifi-Torello-Priscoli,1538,"40.79136, 14.73212"
Ponterio-Pian di Porto,Ponterio-Pian di Porto,1460,"42.80769, 12.41024"
Villanova,Villanova,1455,"45.64027, 9.39187"
Fossa,Fossa,1344,"44.92304, 11.02356"
Franche,Franche,1317,"40.67175, 14.52139"
Sacca,Sacca,1284,"45.89953, 10.22008"
Mazara II,Mazara II,1270,"37.68146, 12.60074"
Prato,Prato,1218,"44.71589, 10.74797"
Mantiglia di Ardea,Mantiglia di Ardea,1130,"41.67685, 12.61453"
Strada in Casentino,Strada in Casentino,1038,"43.74452, 11.71007"
Arlesega,Arlesega,1013,"45.46126, 11.71942"
Santa Fiora,Santa Fiora,1013,"43.55989, 12.11271"
Occagno,Occagno,855,"45.92901, 9.0987"
Bedero,Bedero,639,"45.97776, 8.71852"
Mure,Mure,564,"45.73419, 11.61065"
Canneto,Canneto,393,"45.05116, 9.28101"
Piazzolla,Piazzolla,1208,"40.88964, 14.51579"
Villa-Borgo,Villa-Borgo,743,"44.69865, 7.93486"
Chianchitta-Pallio,Chianchitta-Pallio,2267,"37.82108, 15.25317"
Vrgorac,Vrgorac,2132,"43.20583, 17.37111"
Vojnić,Vojnic,1099,"45.32361, 15.69861"
Unešić,Unesic,265,"43.74056, 16.18972"
Trilj,Trilj,1906,"43.61833, 16.72417"
Solin,Solin,20996,"43.5432, 16.49314"
Sokolovac,Sokolovac,381,"46.11083, 16.70639"
Selci Ðakovački,Selci Dakovacki,1412,"45.30917, 18.35028"
Rogoznica,Rogoznica,960,"43.53433, 15.96824"
Ravna Gora,Ravna Gora,1477,"45.37278, 14.93528"
Peklenica,Peklenica,1072,"46.49706, 16.4734"
Orešje,Oresje,1097,"45.81618, 15.80246"
Opuzen,Opuzen,2355,"43.01528, 17.56556"
Mičevec,Micevec,1251,"45.7521, 16.05831"
Markušica,Markusica,733,"45.37389, 18.70583"
Markovac Trojstveni,Markovac Trojstveni,1226,"45.91667, 16.88333"
Lovreć,Lovrec,488,"43.48761, 16.98632"
Lepoglava,Lepoglava,3400,"46.21056, 16.03556"
Kuče,Kuce,1370,"45.67618, 16.14265"
Kraljevica,Kraljevica,2415,"45.27395, 14.5683"
Janjina,Janjina,185,"42.92528, 17.42833"
Ivanska,Ivanska,564,"45.77889, 16.81194"
Hrašćina,Hrascina,76,"46.11061, 16.22698"
Donja Lomnica,Donja Lomnica,1603,"45.71155, 16.02137"
Cista Provo,Cista Provo,404,"43.51314, 16.94267"
Buje,Buje,2087,"45.41, 13.66194"
Blato,Blato,31,"42.7625, 17.48222"
Bestovje,Bestovje,2236,"45.80833, 15.81667"
Tiszasüly,Tiszasuly,1737,"47.38333, 20.4"
Mezőtúr,Mezotur,19168,"47.0, 20.63333"
Mezőkövesd,Mezokovesd,17701,"47.81667, 20.58333"
Magyarbánhegyes,Magyarbanhegyes,2634,"46.45, 20.96667"
Kerecsend,Kerecsend,2217,"47.8, 20.35"
Gádoros,Gadoros,4008,"46.66667, 20.6"
Felsőzsolca,Felsozsolca,7040,"48.1, 20.86667"
Csanytelek,Csanytelek,2937,"46.59501, 20.12342"
Zamárdi,Zamardi,2211,"46.88488, 17.95366"
Villány,Villany,2738,"45.86889, 18.45389"
Telki,Telki,2071,"47.54791, 18.82816"
Tahitótfalu,Tahitotfalu,4677,"47.75161, 19.07886"
Szigetvár,Szigetvar,11267,"46.04865, 17.80554"
Szentendre,Szentendre,23606,"47.66943, 19.07561"
Szank,Szank,2506,"46.55713, 19.66103"
Ruzsa,Ruzsa,2764,"46.28806, 19.74714"
Pécsvárad,Pecsvarad,4024,"46.16033, 18.42321"
Mihályi,Mihalyi,1137,"47.51384, 17.09507"
Kiskőrös,Kiskoros,15091,"46.62139, 19.28528"
Harkány,Harkany,3450,"45.85002, 18.23668"
Gyöngyöspata,Gyongyospata,2724,"47.81505, 19.78925"
Gara,Gara,2656,"46.03194, 19.04278"
Ercsi,Ercsi,8383,"47.25194, 18.89623"
Dunaszentgyörgy,Dunaszentgyorgy,2624,"46.52852, 18.81771"
Bőny,Bony,2225,"47.65, 17.86977"
Boldog,Boldog,3131,"47.60285, 19.68839"
Beled,Beled,2933,"47.46594, 17.09294"
Bajna,Bajna,2024,"47.654, 18.5972"
Sixmilebridge,Sixmilebridge,2625,"52.74139, -8.77417"
Portlaoise,Portlaoise,13622,"53.03441, -7.29979"
Newtown Cunningham,Newtown Cunningham,1067,"54.99639, -7.51917"
Newcastle West,Newcastle West,6619,"52.44917, -9.06111"
Maynooth,Maynooth,14585,"53.385, -6.59361"
Glasnevin,Glasnevin,3633,"53.37851, -6.28028"
Claregalway,Claregalway,1248,"53.33861, -8.945"
Carrick-on-Shannon,Carrick-on-Shannon,3980,"53.94694, -8.09"
Belmullet,Belmullet,1019,"54.225, -9.99083"
Baldoyle,Baldoyle,8043,"53.39972, -6.12583"
Castletown,Castletown,1195,"52.72233, -6.18905"
Portraine,Portraine,1372,"53.49667, -6.11111"
Ballygerry,Ballygerry,1123,"52.24917, -6.35739"
Lezayre,Lezayre,0,"54.31667, -4.41667"
Bagard,Bagard,2200,"44.07281, 4.05137"
Azay-le-Brûlé,Azay-le-Brule,1604,"46.40117, -0.24711"
Ayguemorte-les-Graves,Ayguemorte-les-Graves,1057,"44.71091, -0.47645"
Auzeville-Tolosane,Auzeville-Tolosane,2933,"43.52822, 1.48321"
Aumont-Aubrac,Aumont-Aubrac,1106,"44.72237, 3.28385"
Augy,Augy,1182,"47.7664, 3.61051"
Aubry-du-Hainaut,Aubry-du-Hainaut,1480,"50.36667, 3.46667"
Athies-sous-Laon,Athies-sous-Laon,2160,"49.57369, 3.68417"
Arthaz-Pont-Notre-Dame,Arthaz-Pont-Notre-Dame,1294,"46.15941, 6.26598"
Arcueil,Arcueil,17308,"48.79993, 2.33256"
Arcangues,Arcangues,2947,"43.43684, -1.52138"
Arbus,Arbus,1107,"43.33314, -0.50562"
Antonne,Antonne,1150,"45.2126, 0.82983"
Antigny,Antigny,1218,"46.61989, -0.7692"
Antibes,Antibes,76393,"43.58127, 7.12487"
Anthy-sur-Léman,Anthy-sur-Leman,1879,"46.35534, 6.42735"
Anizy-le-Château,Anizy-le-Chateau,1917,"49.50678, 3.45119"
Andernos-les-Bains,Andernos-les-Bains,10236,"44.74572, -1.10355"
Amnéville,Amneville,10162,"49.25671, 6.13414"
Amfreville-la-Mi-Voie,Amfreville-la-Mi-Voie,2927,"49.40755, 1.13871"
Alfortville,Alfortville,37290,"48.80575, 2.4204"
Alès,Ales,42410,"44.12489, 4.08082"
Aimargues,Aimargues,4233,"43.68536, 4.20774"
Aiffres,Aiffres,4815,"46.28873, -0.41466"
Agde,Agde,23001,"43.31083, 3.47583"
Afa,Afa,2157,"41.98396, 8.79833"
Acigné,Acigne,5746,"48.13538, -1.5337"
Ablon-sur-Seine,Ablon-sur-Seine,5174,"48.72732, 2.42686"
La Villette,La Villette,8309,"43.31181, 5.37391"
Palais de Justice,Palais de Justice,5533,"43.28657, 5.37603"
Le Pharo,Le Pharo,6153,"43.2914, 5.35829"
Périer,Perier,12897,"43.27755, 5.37925"
Les Trois-Lucs,Les Trois-Lucs,5117,"43.31371, 5.46248"
Saint-Barthélémy,Saint-Barthelemy,18655,"43.33105, 5.40241"
Yeadon,Yeadon,37379,"53.86437, -1.68743"
Yate,Yate,34406,"51.54074, -2.41839"
Wickham Bishops,Wickham Bishops,3788,"51.7783, 0.66823"
Whittlesford,Whittlesford,1536,"52.11345, 0.14969"
West Molesey,West Molesey,18565,"51.39985, -0.37997"
Washington,Washington,1930,"50.90487, -0.40649"
Waddesdon,Waddesdon,1797,"51.84675, -0.92105"
Verwood,Verwood,13360,"50.87575, -1.87023"
Torphins,Torphins,1410,"57.10561, -2.62398"
Tong,Tong,0,"52.66667, -2.3"
Three Legged Cross,Three Legged Cross,1492,"50.85, -1.88333"
Tarvin,Tarvin,2309,"53.19737, -2.76548"
Sutton,Sutton,0,"52.1, -2.68333"
Staindrop,Staindrop,1310,"54.58102, -1.80708"
Spratton,Spratton,1150,"52.32447, -0.95386"
Snaresbrook,Snaresbrook,11868,"51.58432, 0.01923"
Sidcup,Sidcup,10400,"51.42619, 0.1036"
Sellack,Sellack,0,"51.95, -2.63333"
Seaview,Seaview,2337,"50.71956, -1.11164"
Ryhall,Ryhall,1459,"52.68585, -0.46846"
Ringway,Ringway,0,"53.35, -2.28333"
Rickinghall,Rickinghall,2073,"52.33649, 0.99272"
Rhymney,Rhymney,8537,"51.75998, -3.28553"
Rhosllannerchrugog,Rhosllannerchrugog,25362,"53.00974, -3.05814"
Redruth,Redruth,42690,"50.23315, -5.22434"
Port Glasgow,Port Glasgow,15190,"55.93464, -4.6895"
Port Erroll,Port Erroll,1620,"57.41427, -1.84596"
Pontypool,Pontypool,35686,"51.70111, -3.04444"
Podington,Podington,435,"52.25424, -0.62463"
Pattingham,Pattingham,1749,"52.5891, -2.26538"
Northwich,Northwich,47421,"53.25882, -2.52025"
Newmarket,Newmarket,20384,"52.24467, 0.40418"
Netley,Netley,6338,"50.87634, -1.35398"
Needingworth,Needingworth,2191,"52.33051, -0.03116"
Mylor Bridge,Mylor Bridge,1443,"50.18506, -5.07963"
Moulsoe,Moulsoe,0,"52.0688, -0.67326"
Morriston,Morriston,0,"51.66995, -3.92941"
Monmouth,Monmouth,10110,"51.81265, -2.71363"
Mitchel Troy,Mitchel Troy,0,"51.78728, -2.73731"
